,Address,Trans,Final bal,Received,Sent,ins,outs
46,39KzJ1R2oD1PN2DTDZou41VpHjZPqLFS7F,2,0.0,190.66914071,190.66914071,1,1
47,33GgRzzT8P8sA3DPVdaWqdxAUQ3ZVcmspG,48,0.0,5042.83892314,5042.83892314,25,23
48,3PLTrc7x2rJYFha8HKZg7cbFgnz4zwhZx3,2,0.0,101.99978435,101.99978435,1,1
49,3HKPZQa7NCHEwXcrDeSRNwaaivEU3cwS12,2,0.0,150.15127101,150.15127101,1,1
50,1N6vbVUuKCA8Tnv9gYgCiWws1zmpMpNoM9,2,0.0,339.99939695,339.99939695,1,1
51,3HyVg9LMqmK9Mgnv8RVwzaBA1R2pYD3f2E,2,0.0,199.2708399,199.2708399,1,1
52,3BP5QdngTbMSzJuhwBPrPpeWaC3XcjjP8g,2,0.0,186.13065878,186.13065878,1,1
53,1Ko8t47Mkvq8vyT2XgqLmdouVxM8tTryc,2,0.0,66378.79795787,66378.79795787,1,1
54,1DHwPCMfS1ZBUg8SYAaozStHaUP1NsxbZn,22,0.0,1100.1706,1100.1706,11,11
55,36VNj2QnwaFxjf7XxotMRp4vbV6PxMhDvo,2,0.0,143.01613238,143.01613238,1,1
56,1GKpkjMdkzHmLoyqtsMzjT6PurTsAzPsSu,2,0.0,313.4621019,313.4621019,1,1
57,3Hp6ZNdncoSYqt2gjP1sqosKHpZw7NBMpB,2,0.0,319.59029605,319.59029605,1,1
58,3K7Tz9GgTXHdpcwkFN1Eua3pMSLT3yZCt2,19,400.00000666,5840.00112319,5440.00111653,12,7
59,326izctVydboYjaBr1Svnj6G57GDacdaff,2,0.0,92.03013043,92.03013043,1,1
60,3EurbH8rG35tdDmyw6hZ5xbXGyubyEnbjm,2,0.0,433.28474159,433.28474159,1,1
61,3BMEXHG5J3x1HRcbEhgmt5CLnYKZoHuLnr,103,320.17298591,3772.06704238,3451.89405647,27,23
62,1EEJgf11yNgwC1ZBjAQESf7MU4H17JXBQ,2,0.0,2654.61388254,2654.61388254,1,1
63,3MbjfzzbM9uixwGnfDKt9S8nLKi2BxeUfy,1,135.88700923,135.88700923,0.0,1,0
64,38y9FrFUMkRqCuCJWsWqJbYfJATv4d37xV,8,100.99532091,800.00091621,699.0055953,6,2
65,3Fa7hDUtMzwi4MkhQ4N6mYivV5xMcKe3ck,1,203.18925173,203.18925173,0.0,1,0
66,14z6gtVHixroRZGpKFx6NPYzNwjLzoc1bH,2,0.0,216.49921347,216.49921347,1,1
67,3KwfRmtRWKmZJc4MuokajLnP8svdEFeM8s,2,0.0,123.94155151,123.94155151,1,1
68,338mUR1ACszZU7vDLhVtyLRrcjv8zwpMu5,2,0.0,223.48035538,223.48035538,1,1
69,3FU15bX3ZMDZJL311jSMrgFGWNhggB2Gns,4,0.0,136.57511016,136.57511016,2,2
70,3L5NPuL696nJXauCAd1aHXoL8wWgNav4mU,2,0.0,135.50009077,135.50009077,1,1
71,3FtPT1qjtCaDEDmd4o1u2nrLWrsYJMXQw4,2,0.0,202.3349794,202.3349794,1,1
72,3F8RKGz2EtYNBAkyUpC1ng6pfBhj4Md8qP,16,0.0,745.002,745.002,8,8
73,37UxomtbaFMHVC7u3VPdQXQNtoozLLgBL9,2,0.0,147.16520884,147.16520884,1,1
74,3NktS7yiXJGkiYjUUxoJsVTWPtdm3xU7ZC,2,0.0,299.99920304,299.99920304,1,1
75,34aQBFieAiayTXhUdouRx2R4RHwgP64mUy,8,1000.0,1000.0,0.0,8,0
76,3GHt2dUXRQGS6xZRLhQgzhSAwizqKR9Gad,2,0.0,155.19365281,155.19365281,1,1
77,1GufgfMRChZmBBHjYVwUWX57MDQjGqB41b,2,0.0,130.0,130.0,1,1
78,38ADSswLUx45wMxybTtyuMj1UqZ4kT597X,2,0.0,578.85400135,578.85400135,1,1
79,14FszCVE4gu3otN21dLpqKrNVTo3bKH7f9,2,0.0,256.01859184,256.01859184,1,1
80,3QEtmryeTSYn2yi39xhpvxqS6hkFWsBzBN,2,0.0,192.81915545,192.81915545,1,1
81,3Fvi5rTp6ndapDdHKnrN8ZtS4FdaFEXfbj,2,0.0,346.76127522,346.76127522,1,1
82,3Lcoc6xqyV1eGcMrHAn5X2MeV1gesZpQ5P,2,0.0,268.52076468,268.52076468,1,1
83,3PEvcbHX1WhUzesnSoAAyUpcEgQre8bRH8,11,0.001,1112.001,1112.0,6,5
84,36FwYcTv9gm3iyzESaQMgnZZN5HHiB5Q4Q,2,0.0,134.23569072,134.23569072,1,1
85,1EvdR5LoCbeZM64vWmLTjfBLzkj3MzKChS,2,0.0,414.11850424,414.11850424,1,1
86,1MLsZmbT3mgmm6zLkTR26yJHVfn8BSdqqd,40,8000.0,8000.0,0.0,40,0
87,135fAjDTpGrcZrdYQDyczYPJuCSNCSnJUf,2,0.0,199.78818939,199.78818939,1,1
88,17uxYT5CAHEnGbGJMRtz5E93Rwy9SnXxnn,3,0.0,120.2062,120.2062,2,1
89,17pALLvppQ5vzk6h1qq4Vb6ag6RFk6BZE6,2,0.0,208.26453824,208.26453824,1,1
90,171hC7Cz53kfNXAZYqFT7gRXLfHUhmQmXB,204,0.0,7056.02839982,7056.02839982,24,26
91,12BGW6ciMNmaF8mepaqA1PYEjbu5KFR6xD,2,0.0,382.25996971,382.25996971,1,1
92,3PzSutRtLo5gdgJJKRuUx6bLBXHRvhTbHe,2,0.0,152.89768304,152.89768304,1,1
93,336CKz7GxowLCVmF2eHH97VQJNibmqd36C,2,0.0,498.98952652,498.98952652,1,1
94,3GvHz9ychkJUP6PeyWSaJrcxg5mydDo5Ni,1,640.99580854,640.99580854,0.0,1,0
95,3CpZ81yD3Qjkxxq5N9YvAUBj6qn44myY11,2,0.0,97.02950518,97.02950518,1,1
96,38irJbx4MjjYk7a28w5Km47pS8DEAqiuzW,2,0.0,295.43188698,295.43188698,1,1
97,3J4JLpFoYasKmCRgxhDww4vTgTRTgtBUTx,2,0.0,129.03813278,129.03813278,1,1
98,37UzC7mp62vsBpYGZJvXm6t5EXUXX7C9Xs,2,0.0,145.1699117,145.1699117,1,1
99,3C1gPY17ZqnhWcgQ9vKpzH64v1yY1UYQrF,2,0.0,187.79414829,187.79414829,1,1
100,36GXKeDNjuhFRANEKWKik2y3ZwWmTGX1AY,2,0.0,313.07987319,313.07987319,1,1
101,3QK8VbAM2HaMMic2SqNcT3To7qf8FRVrFd,2,0.0,143.80432144,143.80432144,1,1
102,3EvthHR5g4Bdd5GTXqnhWTV3EjNV9Du3Pq,2,0.0,199.99998187,199.99998187,1,1
103,39GNkZ4rq7ySBJ837Kb21dVJ5dg7yDNHws,104,500.0000054,2857.73094164,2357.73093624,28,22
104,352eNEDvZH35nxmE61BwnMuG11s31W6UR8,2,0.0,114.07125,114.07125,1,1
105,3ANQ96UtQChS8xB2XscAs4YiALDshHiPEx,2,0.0,92.1260786,92.1260786,1,1
106,3KfyzfWe5EweiT4Gy8KrSdoi3db3JmurvL,2,0.0,212.53777482,212.53777482,1,1
107,37taveRhzR99BNj39u9Fz2yahzykRqvCXs,2,0.0,383.76113934,383.76113934,1,1
108,36Nd6NR8m3C4aBxXPkxt7C7zPcAxrb5BAJ,2,0.0,340.32451893,340.32451893,1,1
109,3HmYmiBKsXVfvPy9BunQrjnQWp7MYjp2pk,2,0.0,90.87589187,90.87589187,1,1
110,3PAUS6t6VmcpAQDi6CCBfey9ApVabwwaNb,2,0.0,126.989775,126.989775,1,1
111,1MLdP1DJkv4yKnzbwHhG1wyDwpbsEQVSxz,130,0.0,4989.07354218,4989.07354218,25,25
112,19S2uSAM7SQwsK4pAumnNBY5zNJUw9t2Zh,3,8.88e-06,300.00000888,300.0,2,1
113,1Mpci5GL3arzRz5jscQdexcHqogu2W38Vy,2,0.0,104.48076101,104.48076101,1,1
114,1JL5LxvsgkBaaguikoZH6GZa3ncafuwkK7,2,0.0,493.16793466,493.16793466,1,1
115,3LfSTmUvxwcq4WvmV7HseUpxegSBoFUoF3,2,0.0,200.0,200.0,1,1
116,1FnayxtwM4HQsKg6YwWwssXtzn94dAC7nv,122,0.0,3513.11751783,3513.11751783,27,23
117,3L6XgQd6pmGtA3SyuWdFnYpyYThXasWYBW,2,0.0,95.592111,95.592111,1,1
118,1Bmm62XM1j3LJN2W5HbSEbuCVZmx6YiL4M,2,0.0,115.70076415,115.70076415,1,1
119,37ZasuG7aU4okYRY5CfTEJYoLQUjUGJ9pP,2,0.0,229.4379905,229.4379905,1,1
120,35o7Se7NrScnGMbBmgfjzLoQpcks2YGZ8P,2,0.0,147.18545092,147.18545092,1,1
121,35z3nP29z2LHeFh7ma8HaAd3RdzntaCARK,2,0.0,334.18458268,334.18458268,1,1
122,358YbWAMBuQ6ymGEnAWD3bogUa2gcpJPSv,2,0.0,200.0,200.0,1,1
123,32Ye4HP5BJmyvYZBXbVNZmzoB4VZ7rKzZQ,2,0.0,140.03061711,140.03061711,1,1
124,3H5v8ZSpVMKNdZJAm9Hvg66BfGWie45xua,3,0.009,200.008,199.999,2,1
125,3NCZ7S4w5gFPGbjrJySXoa28Q6z4eRhCGy,2,0.0,381.09722386,381.09722386,1,1
126,1J17YC5yehSrmBKWshQ2DD8qSn3FjCGL9D,10,0.0,850.0,850.0,5,5
127,14ovkoVFDScZnnQANDmFYHiEsDmcb9fTqv,2,0.0,216.74758946,216.74758946,1,1
128,1N11UQCUEaDiB4Vf9VBhoPD2NGxq86KbVx,2,0.0,151.22777326,151.22777326,1,1
129,3EVGPX9ZGTHf76XkGS8QXndTLztThJZrCp,2,0.0,474.6245981,474.6245981,1,1
130,31wt38qv63RrUPM3kLBTD4sh3siEVqnmyd,2,0.0,180.79670067,180.79670067,1,1
131,3LUSVfJxtdaHwDUbk4AmNUFPpA8iTXbQQu,2,0.0,105.85855954,105.85855954,1,1
132,3NafnBSriGEZHzhdTcrLvPuisZLHaL7iWn,2,0.0,148.98973172,148.98973172,1,1
133,3Lz8fV8LjvqXdFX4PC3aberbfx6anCDfSR,2,0.0,147.75040689,147.75040689,1,1
134,1Hu4dZ6bPqMADnP6Zmz8snssBV73Qh8Xyw,2,0.0,153.5799927,153.5799927,1,1
135,122Fec1Jt6XHunxkZC8azAfstW3bWzRBCD,2,0.0,281.84651976,281.84651976,1,1
136,16rqp7UiMKy4ZUFW9x5VcyQ19jnw7rW9c3,2,0.0,184.94974799,184.94974799,1,1
137,136ziZDRYA8dFWyNPXiwiujKTRECJ2kxNK,54,0.0,337.19265193,337.19265193,25,25
138,32T3NkLKdWdjyEDXJUhQRarFoYKjJZs8Zz,2,0.0,134.66854899,134.66854899,1,1
139,36WsqmMZaLVfxKuMU3JTiFUouJZh9aHpxQ,23,0.0,1490.6946,1490.6946,13,10
140,367o6U92Cj9Viv66ESAWFDivY8GR81xiRf,2,0.0,186.41339811,186.41339811,1,1
141,18v7U83kictbEsPqNPXCPw2BpHMbu1M9qp,2,0.0,394.68348352,394.68348352,1,1
142,32uN9w456a1KgwP5jpFTY3xosnUaD3ChFT,2,0.0,97.05448173,97.05448173,1,1
143,3GQLZhkHeaeQpWHnuDRKwPzmzcZcRdgZTt,2,0.0,149.98983964,149.98983964,1,1
144,1DY6vkXCSmaxVqE8rnzDMfh6Ga6Wfh4LAB,2,0.0,301.87648547,301.87648547,1,1
145,3L9Ndja9NK6Gg4s5gNCQb3beuU7pr6SheK,2,0.0,143.32322421,143.32322421,1,1
146,3AU2S76sf21Y2aFP9bR1HLgzkAAGJbvZYd,5,0.0,641.08465085,641.08465085,3,2
147,32dWU7K9tiUvmNFeP3MJpDxKr1kX2yYEZy,2,0.0,200.0,200.0,1,1
148,38GeyWS8ZiGyLe41YwKuHsPa7PiESGvU7C,2,0.0,253.93105353,253.93105353,1,1
149,14DzkLviJipXejTYXPbfmYPQVPhsmVQk1J,2,0.0,96.13752694,96.13752694,1,1
150,13y5mrbXvoVKPj7L1vVvyja5fT31U8onC4,13,0.0,1000.00001554,1000.00001554,8,5
151,3HXau4WpUU4x2nQaUq6KHwosSrRmC575yV,2,0.0,91.07206615,91.07206615,1,1
152,3NsRcrBTsKevEq6G5bGwg8U8LmotB7ARKR,2,0.0,265.99786358,265.99786358,1,1
153,1MMRpRhzPmB5RHkruJE1oTGGcWFX7qW2Be,2,0.0,270.01551071,270.01551071,1,1
154,3DaNft2FocWXzNcGBK2X5pD9Mpus75Nq92,2,0.0,118.12587332,118.12587332,1,1
155,1H82cMM9dzeUmuDfp5GmG6msLAdKfN7uZ7,63,0.0,13575.90408546,13575.90408546,49,1
156,35ELpNnXR6mS6xDYJgCrvnyaphMocDDzcN,2,0.0,4292.00259756,4292.00259756,1,1
157,3JMYec9vGGZSBQbK3ksmzMZSAghoc7C8UP,2,0.0,182.10057121,182.10057121,1,1
158,19F2fuvokd7cpGzstGcMoCyzoWSg8BhLj9,2,0.0,201.17306037,201.17306037,1,1
159,3PbVZGrNEKjSNBMF4xNBLs8ohQsVea6WV1,2,0.0,169.9815504,169.9815504,1,1
160,3PgnQcNmQcrMaNsjnHmio2ER4xbv1bP3Jw,2,0.0,54.9995,54.9995,1,1
161,1KR24qNGLm1WXw2RwhNKfAEn7pptyzxqFX,2,0.0,459.59483331,459.59483331,1,1
162,3Qj6ob3MWxh4PWixokXaApRfm7fuAozyKT,2,0.0,163.03719677,163.03719677,1,1
163,3D8BVBzAAU2C7fjBQtjfsW1b2DKRquyvhL,2,0.0,35.30084919,35.30084919,1,1
164,1AkwvCYrPfraLHBpGaceaSCSCUmwUNjEJH,108,0.0,144.89011709,144.89011709,26,24
165,1HsRkRsP4o1b4qEUngF6jJ4KGLmC313cBR,1,208.78540369,208.78540369,0.0,1,0
166,1nmctQMRWnNo1dJot59naxgKHY8k5K5WV,2,0.0,260.69821817,260.69821817,1,1
167,34EUQ4m5gkkoFkETeVXYfb67VYCNkkwGGe,2,0.0,145.28769624,145.28769624,1,1
168,3Hj7FnGdYXV6Q7ynCawKtx8QEiJmRWbN8b,16,55.2745,392.5638,337.2893,10,6
169,3QXQgVRzMqjoSEccAYsrU4Umo6oVZCZJ4F,2,0.0,188.96943888,188.96943888,1,1
170,3Jwcuikv24uyH92oyWdh7DLWUtrN7gZRCH,2,0.0,159.99866308,159.99866308,1,1
171,3AMg1dTYJ8dUD3UvYcYH9MAmpi6VX5xHhP,2,0.0,139.19304098,139.19304098,1,1
172,17P1kxsdT71xHqz4csKzayyBSWNRzVjEP8,18,0.0,459.09496298,459.09496298,9,9
173,1Ai9wK1Hoqp5qMuD1kJwYr4Pr79y7zksQQ,2,0.0,253.23969471,253.23969471,1,1
174,1PPRQCgHSR9mYCnERBFgEN38C67Q8TV4HR,2,0.0,126.59446078,126.59446078,1,1
175,375VYhURm9nDnetsBfGHyVPW36AV7crUwG,2,0.0,150.38073703,150.38073703,1,1
176,3DrubtkrSGibcR4JunL6k989LoCGGtonbZ,2,0.0,118.79782448,118.79782448,1,1
177,1C9sLaaTF2efXu5UsZ8iX4E3baBMpNMGAF,2,0.0,197.93320162,197.93320162,1,1
178,35UWYRkLPGqpRzMYjVjRTSbtYRuDL1piCz,2,0.0,148.88795163,148.88795163,1,1
179,1NQeu9atmytbFxTDpHQfcBvpBrGCHtpN9C,29,0.0,49.04,49.04,26,3
180,3Csi1GMv3GpQbkbmqZWj36M8wee5Q5FgS4,2,0.0,554.32976876,554.32976876,1,1
181,339EKamMZuoEaZeyHZK1FX3d5mcNt7nqaD,2,0.0,174.99945384,174.99945384,1,1
182,39DjN41xfz9jEbc6BAamZgUCCLELLJgZNj,2,0.0,263.75095749,263.75095749,1,1
183,16LuPH4uNvA9H1tHwjcanp7GxLhGiT6bxH,220,0.0,10428.7392866,10428.7392866,24,26
184,1FkAZyLC6G8XKAVubWH2ScEVXuEvKayZ8t,2,0.0,398.12527399,398.12527399,1,1
185,3AznFokCGbvy8H9mGj1CdDh298rLZZyF6R,2,0.0,270.16460098,270.16460098,1,1
186,1Absun2uRCdAcWprrDeFtBT1BrPgsFzDH4,4,1.554e-05,716.49994322,716.49992768,3,1
187,3KxzmxLNi4CN82p3ry3BQ7R37SuNtYB7mR,2,0.0,432.52065822,432.52065822,1,1
188,17upKkHh3qRUpKGc2xnmRbFcoi5SHLyZGV,2,0.0,496.61345204,496.61345204,1,1
189,3AhmVKQKKqSdKHdBzvTzfS7v93tYZbQdSa,2,0.0,147.40097806,147.40097806,1,1
190,19kNY395RDzuz6cCf39pbCQyfbQ7HTsfv1,18,0.0,1532.58583169,1532.58583169,9,9
191,32n1hAc89aRmNrv1sNA446DzoVBAGMhD1K,3,8.88e-06,199.99999023,199.99998135,2,1
192,39jx7A39cFnQNgGBo3tFdr69nJXUUXiLvR,2,0.0,84.76730023,84.76730023,1,1
193,32Z6NLjw1Z3h4UfzvR8txfmVJkfWas1Kno,2,0.0,194.99044571,194.99044571,1,1
194,3BuwDrwzoSYS7SypHS7yqfkXbNQatEXYD5,2,0.0,179.99951145,179.99951145,1,1
195,3DXqZsa9LqfBc7kARJr3TrHBsQAk6fByk9,2,0.0,180.96763783,180.96763783,1,1
196,15BAjnnitb4UPrPG8iGpe3p21hwdP6wwU7,233,0.0,4306.89099694,4306.89099694,24,26
197,19msWL1zsP7geUZ8m2rwvH6E33UnYkXZox,2,0.0,91.83933454,91.83933454,1,1
198,3JHZoaqMx2nvEqvGRdr1gjBGDN2WmDackh,2,0.0,209.95421296,209.95421296,1,1
199,37WCac6HWnsLHpT4GM46t74V6qnsLQRYt7,1,134.33478029,134.33478029,0.0,1,0
200,1PuGs4a2GPVcwNjDmoXQfXRri4wKmRjPNo,2,0.0,81.83932896,81.83932896,1,1
201,3BMEXhXp3tXEoFAjHpqEZ2z6E7ZPVkiKjY,716,17.44690067,915.39081363,897.94391296,46,4
202,3N51XGANwUjd5m1zvAkQ3m7XGpEbiuxDvD,2,0.0,303.03086658,303.03086658,1,1
203,3PCYv2PxvMPkfLVRJrjNHi35gNs1DMUtDW,2,0.0,169.999634,169.999634,1,1
204,3G5zY3yUKHzwE2ki5d129iQP1qHePVqLqq,2,0.0,340.07213743,340.07213743,1,1
205,1EVSkdnKguZhSbB1XabN8QTYQ5iM2V7ZZ3,450,338.85782967,2113.01329665,1774.15546698,46,4
206,3Nu5Yd4HYG7bpWZZsPsfr9uYuPaeqr8yoA,2,0.0,256.28902059,256.28902059,1,1
207,1MU3vtPyiExybr8aTxWgKLRRMrf61W6w7s,2,443.89818025,443.89818025,0.0,2,0
208,1EFbVpr5JW7J3yt7L5dSgn6Q94q1ZXgom6,53,0.0,40.0232,40.0232,25,25
209,18gM37jEd4MKkXXJ8aRxY2yxtHQdRTx22V,2,0.0,151.91814316,151.91814316,1,1
210,3AC2a31Fa4jesETActCwRxsKkGo63XDERa,2,0.0,186.99982,186.99982,1,1
211,32RVNFTWYGG18hztjP6sRie4QYrAZiSBPt,2822,0.0,29208.60864906,29208.60864906,22,28
212,1Prqvr88bayzLjtnJMZi3ep2yhc7vWEngS,9,0.0,372.90111665,372.90111665,7,2
213,377HGr3os7SEwzRk3pj7BNCZhKzdSs7LWX,4,0.0,1000.00001554,1000.00001554,3,1
214,3GXQfTAw44HhrFrGF6VWhLkKa7a4SWbkxz,41,0.0,260.78436253,260.78436253,22,19
215,3B2ptisc4qTqj8b9gs1LBH2AMe9bS8RSad,2,0.0,83.73098789,83.73098789,1,1
216,1CZkdkv6pnNEuM78WoZQZpcaimy2fqYKDw,2,0.0,158.4166602,158.4166602,1,1
217,37Tk4sA2BiggFbH6AvZrj7HDyRb671G46t,2,0.0,228.94311351,228.94311351,1,1
218,3LuxVw8B3EPomHmpHeNoxk7mVQzZ9GPwe2,2,0.0,2160.01412,2160.01412,1,1
219,34cayxeb62E5ix1HfFTR5fBpgJrYT8sAXo,2,0.0,312.10570119,312.10570119,1,1
220,3JtVgX9ozdtmk95za7E344oWbA4eHcntsg,2,0.0,251.56191387,251.56191387,1,1
221,35PXw3wdUDpQGdeAHpBrC4RtL1jPnZzagY,8,0.0,191.77891633,191.77891633,4,4
222,1MyHr1auEiHh2woc9V7AWzCPYMT4Bh4B2o,18,0.0,140.32921769,140.32921769,9,9
223,34usn5kM1yoEYbPhT4qdX59gZ65CGLW1ZJ,2,0.0,457.51619726,457.51619726,1,1
224,1Amt12qapxsx6ezjxw2hL6U71EePdJSj2E,14,0.0,470.9954,470.9954,7,7
225,3MdoDrVdF9VtzMNz9SubRJ6NHGLHa3tWEd,2,0.0,155.05591951,155.05591951,1,1
226,3C2unc1bGJSJTtcNeLsNAhhmMVdkBpJ4rF,2,0.0,119.64574137,119.64574137,1,1
227,17cysDD2Nd25WvXzauxt2WivPXKmC2hee,94,0.0,1816.8631953,1816.8631953,25,25
228,3EG1ZeVnwvi2nix3BFHJeQh6RvaQTX7Xco,2,0.0,238.28719066,238.28719066,1,1
229,35ftCzos8NLkqxbNzurh5Un3ySA7mQsh3A,2,0.0,90.98047128,90.98047128,1,1
230,375WHt22PWQtfek5EX9ZkFeHxCJCTygC5F,2,0.0,300.0,300.0,1,1
231,193rq2GzHKXi9oYLPuJ6k7wmGosmqLeyBk,2,0.0,59.24396173,59.24396173,1,1
232,3Qjazi9AvtGGCd4Jtm9uCahNDvGyT5ZYFo,2,0.0,118.03350082,118.03350082,1,1
233,32WmX9K2hE84yzhCDpNMPQgP5Szyoz5cZJ,3,0.0,2000.07507804,2000.07507804,2,1
234,3MQwCZftsSHTY1vbFfmtgQk1eEZ21PG5KH,2,0.0,140.53963908,140.53963908,1,1
235,1KtA1hqDs7YWJyGjHigNaR9QJgPYZN1HET,4,0.0,2171.5,2171.5,2,2
236,12ZN8m7Bwp8aiWVPqoXY8EQ8AxT4Rh9kWC,2,0.0,158.62262885,158.62262885,1,1
237,17Rav6jTguKrehR8g1CwWFeSmCd1cAsGgo,1,100.0,100.0,0.0,1,0
238,3EGeVvXTk7zYeSPCBFPBBzJTT5vG6kohhD,43,0.0,183.4590055,183.4590055,22,21
239,37EJDsAACAGgjcbTe3P5Sbax498Bmggp1j,4,0.0,6547.8831422,6547.8831422,3,1
240,1GaidWbntvU7y4wDZRSAdFNBZYzqw28tpV,3,8.88e-06,432.40707148,432.4070626,2,1
241,1LD8NV7SJ3hYhzHsUdcHKbUMQ1rTX46Ary,2,0.0,94.99888165,94.99888165,1,1
242,1AbB9PmRid7761psUhbigi6Dvo8TD7RuyZ,2,0.0,140.311,140.311,1,1
243,3CRRCnxXSK5342FJgAq4YJ9UHZe8YtsXWp,2,0.0,328.38840187,328.38840187,1,1
